entity_id	text	label
7670	A three-generation model for teleradiology.	3
7671	Microscopic image analysis for quantitative measurement and feature identification of normal and cancerous colonic mucosa.	3
7672	On the integration of healthcare emergency systems in Europe: the WETS project case study.	3
7673	Augmented-reality communication for diagnostic tasks in cardiology.	3
7674	The EASI project-improving the effectiveness and quality of image-guided surgery.	3
7675	Decision support and disease management: a logic engineering approach.	3
7676	Computer Assisted Radiology '97 Conference (Part 2 Of 2).	3
7677	The implementation of a Quality-Net as a part of the European project DIABCARE Q-Net.	3
7678	"Clinical decision support, systems methodology, and telemedicine: their role in the management of chronic disease."	3
7679	A broadband multimedia collaborative system for advanced teleradiology and medical imaging diagnosis.	3
7680	A CORBA-based integration of distributed electronic healthcare records using the Synapses approach.	3
7681	Combining a scientific approach and prototyping in the design of EHCR systems.	3
7682	Teleworks: a CSCW application for remote medical diagnosis support and teleconsultation.	3
7683	A workflow-based approach to virtual patient record security.	3
7684	Integration of clinical information across patient records: a comparison of mechanisms used to enforce semantic coherence.	3
7685	Interactive DICOM image transmission and telediagnosis over the European ATM network.	3
7686	Deployable teleradiology: Bosnia and beyond.	3
7687	A novel emergency telemedicine system based on wireless communication technology-AMBULANCE.	3
7688	Guest Editorial Special Issue on Emerging Health Telematics Applications in Europe.	3
7689	Experience with PACS in an ATM/Ethernet switched network environment.	3
7690	A unified multimedia database system to support telemedicine.	3
7691	BlackSea TeleDiab: Diabetes computer system with communication technology for black sea region.	3
7692	Reconciling users' needs and formal requirements: issues in developing a reusable ontology for medicine.	3
7693	A VRML-based anatomical visualization tool for medical education.	3
7694	Extracting isovolumes from three-dimensional torso geometry using PROLOG.	3
7695	Virtual environments in neuroscience.	3
7696	A systems approach to achieving CarerNet-an integrated and intelligent telecare system.	3
7697	PACS/information systems interoperability using Enterprise Communication Framework.	3
7698	Time and space results of dynamic texture feature extraction in MR and CT image analysis.	3
7699	Real-time separation of discontinuous adventitious sounds from vesicular sounds using a fuzzy rule-based filter.	3
7700	"Magnetocardiographic Localization of Arrhythmia Substrates: A Methodology Study, with Accessory Pathway Ablation as Reference."	3
7701	Calibration of tracking systems in a surgical environment.	3
7702	Optimization of PET Activation Studies Based on the SNR Measured in the 3D Hoffman Brain Phantom.	3
7703	Coupled B-Snake Grids and Constrained Thin-Plate Splines for Analysis of 2D Tissue Deformations from Tagged MRI.	3
7704	Treatment planning of brain implants using vascular information and a new template technique.	3
7705	Optimization and FROC Analysis of Rule-Based Detection Schemes Using a Multiobjective Approach.	3
7706	Quasi Band-Limited Properties of Radon Transforms and Their Implications for Increasing Angular Sampling Densities.	3
7707	Registration of real and CT-derived virtual bronchoscopic images to assist transbronchial biopsy.	3
7708	Optimized Homorphic Unsharp Masking for MR Grayscale Inhomogeneity Correction.	3
7709	Fully Automatic Segmentation of the Brain in MRI.	3
7710	Digital Imaging Colposcopy: Correction Area Measurements using Shape-from-Shading.	3
7711	Guidance of intracoronary radiation therapy based on dose-volume histogram derived from quantitative intravascular ultrasound.	3
7712	Spatio-temporal fMRI Analysis using Markov Random Fields .	3
7713	Image Contrast Enhancement Based on a Histogram Transformation of Local Standard Deviation.	3
7714	Errors in Biased Estimators for Parametric Ultrasonic Imaging.	3
7715	Segmentation and Interpretation of MR Brain Images: An Improved Active Shape Model.	3
7716	Generalized Linear Least Square Method for Fast Generation of Myocardial Blood Flow Parametrick Images with N-13 Ammonia PET.	3
7717	T1 Fast Acquisition Relaxation Mapping (T1-FARM): An Optimized Reconstruction.	3
7718	A Novel Approach to Microcalcification Detection Using Fuzzy Logic.	3
7719	A Non-Linear Spatially-Variant Object-Dependent System Model for Prediction of Partial Volume Effects and Scatter in PET.	3
7720	Model-Guided Labeling of Coronary Structure.	3
7721	Automatic Tumor Segmentation Using Knowledge-Based Clustering.	3
7722	"An Evaluation of Exact and Approximate 3-D Reconstruction Algorithms for a High-Resolution, Small Animal PET Scanner."	3
7723	Validation of object-induced MR distortion correction for frameless stereotactic neurosurgery.	3
7724	Design and Construction of a Realistic Digital Brain Phantom.	3
7725	Visual Assessment of the Accuracy of Retrospective Registration of MR and CT Images of the Brain.	3
7726	"Predicting error in rigid-body, point-based registration."	3
7727	Linear and Neural Models for Classifying Breast Masses.	3
7728	Quantitative Microwave Imaging with a 2.45Ghz Planar Microwave Camera.	3
7729	MR Image Texture Analysis Applied to the Diagnosis and Tracking of Alzheimer's Disease.	3
7730	Boundary Tracking in 3D Binary Images to Produce Rhombic Faces for a Dodechedral Model.	3
7731	Standardization in the Field of Medical Image Management: The Contribution of the MIMOSA Model.	3
7732	Device visualization for interventional MRI using local magnetic fields: Basic theory and its application to catheter visualization.	3
7733	An Objective Comparison of Three-Dimensional Image Interpolation Methods.	3
7734	Anatomy based registration of CT-scan and intraoperative X-ray images for guiding a surgical robot.	3
7735	Edge Detection in Medical Images Using a Genetic Algorithm.	3
7736	Surface-based registration of CT images to physical space for image-guided surgery of the spine: a sensitivity study.	3
7737	"Projection Space Image Reconstruction using Strip Functions to Calculate Pixels More ""Natural"" for Modeling the Geometric Response of the SPECT Collimator."	3
7738	Registering Histological 2D Sections of a Rat Brain with a 3D Brain Atlas using Geometric Curve Invariants.	3
7739	Automated atlas integration and interactive 3-dimensional visualization tools for planning and guidance of functional neurosurgery.	3
7740	Convergence and Stability Assessment of Newton-Kantorovich Reconstruction Algorithms for Microwave Tomography.	3
7741	A Re-appraisal of the Use of Infrared Thermal Image Analysis in Medicine.	3
7742	Algebraic Reconstruction for Magnetic Resonance Imaging under B0 Inhomogeneity.	3
7743	Application of Reconstruction-Based Scatter Compensation to Thallium-201 SPECT: Implementations for Reduced Reconstructed Image Noise.	3
7744	Accelerated Iterative Transmission CT Reconstruction using an Ordered Subsets Convex Algorithm.	3
7745	Reversible Decorrelation Method for Progressive Transmission of 3-D Medical Images.	3
7746	Ovarian Ultrasound Image Analysis: Follicle Segmentation .	3
7747	Automated Seeded Lesion Segmentation on Digital Mammograms.	3
7748	On the Optimality of Partial Volume Classification Methods: Voxel Histogram Classification vs. Eigenimage Filtering.	3
7749	Partial-Volume Bayesian Classification of Material Mixtures in MR Volume Data Using Voxel Histograms.	3
7750	Minimum Dynamic SPECT Image Acquisition Time Required for T1-201 Tracer Kinetic Modelling.	3
7751	Dynamic Imaging and Tracer Kinetic Modeling for Emission Tomography Using Rotating Detectors.	3
7752	Automatic Detection of the Boundary of the Calcaneus from Ultrasound Parametric Images Using an Active Contour Model: Clinical Assessment.	3
7753	Determining Data Independence on a Digitized Membrane in 3D.	3
7754	True energy minimal and finite size bi-planner gradient coil design for MRI.	3
7755	Extracting Line Representation of Sulcal and Gyral Patterns in MR Images of the Human Brain.	3
7756	Cross-Reference Weighted Least Square Estimates for Positron Emission Tomography.	3
7757	Tissue Visability by Multispectral Near Infrared Imaging: A Fuzzy C-Means Clustering Analysis.	3
7758	Investigation of intraoperative brain deformation using a 1.5 Tesla interventional MR system: Preliminary results.	3
7759	Registration of head CT images to physical space using a weighted combination of points and surfaces.	3
7760	Segmentation and Tracking in Echocardiographic Sequences: Active Contours Guided by Optical Flow Estimates.	3
7761	Characterization of Visually Similar Diffuse Disease from B-scan Liver Images Using Nonseparable Wavelet Transform.	3
7762	Scatter-Glare Estimation for Digital Radiographic Systems: Comparison of Digital Filtration and Sampling Techniques.	3
7763	Evaluation of the ECAT Exact HR+ 3D PET Scanner in H2 15O Brain Activition Studies: Dose Fractionation Strategies for rCBF and Signal Enhancing Protocols.	3
7764	"A Method to Correct for Scatter, Spillover and Partial Volume Effects in Region of Interest Analysis in PET."	3
7765	Sampling on Concentric Circles.	3
7766	Geodesic Deformable Models for Medical Image Analysis.	3
7767	Beamformed Nearfield Imaging of a Simulated Coronary Artery Containing a Stenosis.	3
7768	Noise Characteristics of 3-D and 2-D PET Images.	3
7769	Segmentation of Intrathoracic Airway Trees: A Fuzzy Logic Approach.	3
7770	List-Mode Likelihood EM Algorithm and Noise Estimation Demonstrated on 2D-PET.	3
7771	Methods for providing probe position and temperature information on MR images during interventional procedures.	3
7772	Pubic arch detection in transrectal ultrasound guided prostate cancer therapy.	3
7773	Computer-Aided Diagnosis: A Neural Network Based Approach to Lung Nodule Detection.	3
7774	A Comparison of Similarity Measures for Use in 2D-3D Medical Image Registration.	3
7775	Mapping the Human Brain Retina.	3
7776	Seamless Tiling of Amorphous Silicon Photodiode-TFT Arrays for Very Large Area X-ray Image Sensors.	3
7777	Dynamic Feature Extraction of Coronary Artery Motion using DSA Image Sequences.	3
7778	Bayesian Estimates of Error Bounds for EEG Source Imaging.	3
7779	Statistical Analysis of Function MRI Data in the Wavelet Domain.	3
7780	A Viewpoint Determination System for Stenosis Diagnosis and Quantification in Coronary Angiographic Image Acquisition.	3
7781	Image guidance of breast cancer surgery using 3D ultrasonic images and augmented reality visualization.	3
7782	An Efficient Fourier Method for 3D Radon Inversion in Exact Cone-Beam CT Reconstructionl.	3
7783	On the Subject of Optimal Estimator for MRI Partial Volumes.	3
7784	Robust Parameter Estimation of Intensity Distribution for Brain Magnetic Resonance Imaging.	3
7785	A Robust Numerical Solution to Reconstruct a Globally Relative Shear Modulus Distribution from Strain Measurements.	3
7786	Filter-Based Coded-Excitation System for High Speed Ultrasonic Imaging.	3
7787	Maximum Likelihood Estimation of Rician Distribution Parameters.	3
7788	Application of the Extremum Stack to Neurological MRI.	3
7789	Standing Wave and RF Penetration Artifacts Caused by an Elliptic Geometry: An Electrodynamic Analysis of MRI.	3
7790	A Nonparamterric Method for Automatic Correction of Intensity Nonuniformity in MRI Data.	3
7791	Detection of the Carpal Bone Contours from 3-D MR Images of the Wrist Using a Planar Radial Scale-Space Snake.	3
7792	Data Driven Homolog Matching for Chromosome Identification.	3
7793	A Fuzzy Vessel Tracking Algorithm for Retinal Images Based on Fuzzy Clustering.	3
7794	A Vision-Based Technique for Objective Assessment of Burn Scars.	3
7795	Anatomic Region Based Dynamic Range Compression for Chest Radiographs Using Warping Transformation of Correlated Distribution.	3
7796	Performance Characteristics of a Compact Position-Sensitive LSO Detector Module.	3
7797	Tikhonov regularization and prior information in electrical impedance tomography.	3
7798	An image guided planning system for endosseous oral implants.	3
7799	Detection of Microcalcifications in Digital Mammograms Using Wavelets.	3
7800	GT Tract Unraveling with Curved Cross-Sections.	3
7801	An iterative algorithm for X-ray CT fluoroscopy.	3
7802	Spiral CT Image Deblurring for Cochlear Implantation.	3
7803	An Improved Algorithm for Rotational Motion Artifact Suppression in MRI.	3
7804	Image guidance of endovascular interventions on a clinical MR scanner.	3
7805	CTA-based angle selection for diagnostic and interventional angiography of saccular intracranial aneurysms.	3
7806	Dynamic tracking in interventional MRI using wavelet-encoded gradient-echo sequences.	3
7807	Quantitative Analysis of Ultrasound B-mode images of Carotid Atherosclerotic Plaque: Correlation with Visual Classification and Histological Examination.	3
7808	Precise Segmentation of the Lateral Ventricles and Caudate Nucleus in MR Brain Images using Anatomically Driven Histograms.	3
7809	Feature-adaptive Motion Tracking of Ultrasound Image Sequences Using a Deformable Mesh.	3
7810	A Harmonic Decomposition Reconstruction Algorithm for Spatially-Varying Focal Length Collimators.	3
7811	Optical CT Scanning Plan for Long Bone 3D Reconstruction .	3
7812	Tissue Characterization in Intravascular Ultrasound Images.	3
7813	Speckle Reduction and Contrast Enhancement of Echocardiograms via Multiscale Nonlinear Processing.	3
7814	Derivation of optimal filters for the detection of coronary arteries.	3
7815	Review: Medical Informatics and the Science of Cognition.	3
7816	Viewpoint: The Unified Medical Language System: Toward a Collaborative Approach for Solving Terminologic Problems.	3
7817	Research Paper: The GuideLine Interchange Format: A Model for Representing Guidelines.	3
7818	Application of Information Technology: Data Extraction and Ad Hoc Query of an Entity - Attribute - Value Database.	3
7819	Research Paper: Association Rules and Data Mining in Hospital Infection Control and Public Health Surveillance.	3
7820	Making the Conceptual Connections: The UMLS after a Decade of Research and Development.	3
7821	Research Paper: Auditing the Unified Medical Language System with Semantic Methods.	3
7822	"Research Paper: Development and Initial Validation of an Instrument to Measure Physicians' Use of, Knowledge about, and Attitudes Toward Computers."	3
7823	Knowing What To Do: International Perspectives on the Roles of Clinical Guidelines and Patient Preferences in Patient Care.	3
7824	Research Paper: Identifying Adverse Drug Events: Development of a Computer-based Monitor and Comparison with Chart Review and Stimulated Voluntary Report.	3
7825	Research Paper: The Use of Multimedia in the Informed Consent Process.	3
7826	Research Paper: The Granularity of Medical Narratives and Its Effect on the Speed and Completeness of Information Retrieval.	3
7827	"Review: Representing Thoughts, Words, and Things in the UMLS."	3
7828	Application of Information Technology: A Case Study of the Evolving Software Architecture for the FDA Generic Drug Application Process.	3
7829	Research Paper: Simulating an Integrated Critiquing System.	3
7830	Nursing Informatics 1997 Postconference on Patient Guidelines and Clinical Practice Guidelines: The State of Our Knowledge and a Vision.	3
7831	Research Paper: An Experiment Comparing Lexical and Statistical Methods for Extracting MeSH Terms from Clinical Free Text.	3
7832	Brief Review: International Classification for Nursing Practice (ICNP): Most-frequently Asked Questions.	3
7833	Clinical Information Systems - What Is the Bottom Line?	3
7834	Research Paper: Motivation and Organizational Principles for Anatomical Knowledge Representation: The Digital Anatomist Symbolic Knowledge Base.	3
7835	Case Report: Evaluation of the Unified Medical Language System as a Medical Knowledge Source.	3
7836	Viewpoint: Implementing Clinical Guidelines: How Can Informatics Help?	3
7837	Research Paper: Participatory Design of Information Systems in Health Care.	3
7838	"Research Paper: Systematic Assessment of World Wide Web Materials for Medical Education: Online, Cooperative Peer Review."	3
7839	Application of Information Technology: A Template-based Approach to Support Utilization of Clinical Practice Guidelines Within an Electronic Health Record.	3
7840	Forum Paper: How Should We Organize to Informatics?: Report of the ACMI Debate at the 1997 AMIA Fall Symposium.	3
7841	"Review: Online Practice Guidelines: Issues, Obstacles, and Future Prospects."	3
7842	White Paper: The Challenge of Meeting Patients' Needs with a National Nursing Informatics Agenda.	3
7843	Medical Informatics - On the Path Toward Universal Truths.	3
7844	Review: A Review of Major Nursing Vocabularies and the Extent to Which They Have the Characteristics Required for Implementation in Computer-based Systems.	3
7845	Research Paper: Reducing Vancomycin Use Utilizing a Computer Guideline: Results of a Randomized Controlled Trial.	3
7846	Research Paper: Informing Patients: A Guide for Providing Patient Health Information.	3
7847	Viewpoint: Directions for Clinical Research and Genomic Research into the Next Decade: Implications for Informatics.	3
7848	Research Paper: Representing Clinical Guidelines in GLIF: Individual and Collaborative Expertise.	3
7849	Review: Improving Health Care by Understanding Patient Preferences: The Role of Computer Technology.	3
7850	Application of Technology: Interactive Computerized Health Care Education.	3
7851	"It's the Information That's Important, Not the Technology."	3
7852	Technical Milestone: The Unified Medical Language System: An Informatics Research Collaboration.	3
7853	"Viewpoint: An Anthropologist's Viewpoint: Observations and Commentary Regarding ""Implementation of Nursing Vocabularies in Computer-based Systems""."	3
7854	White Paper: Audacious Goals for Health and Biomedical Informatics in the New Millennium.	3
7855	"Position Paper: A Framework for Comprehensive Health Terminology Systems in the United States: Development Guidelines, Criteria for Selection, and Public Policy Implications."	3
7856	Funding for Nursing Vocabularies.	3
7857	Viewpoint: Then and Now and When.	3
7858	Application of Technology: Managing Attribute-Value Clinical Trials Data Using the ACT/DB Client-Server Database System.	3
7859	Responsibilities of Authorship.	3
7860	Research Paper: Effects of Computer-based Prescribing on Pharmacist Work Patterns.	3
7861	Viewpoint: The Networked Health Enterprise: A Vision for 2008.	3
7862	Research Paper: The Structure of Medical Informatics Journal Literature.	3
7863	A Focus on Implementing Nursing Vocabularies.	3
7864	Application of Technology: Read Code Quality Assurance: From Simple Syntax to Semantic Stability.	3
7865	Synthesis of Research: An Informatics-based Chronic Disease Practice: Case Study of a 35-year Computer-based Longitudinal Record System.	3
7866	Viewpoint: (Bio)Medical Informatics in the Next Decade.	3
7867	Viewpoint: Challenges and Issues Related to Implementation of Nursing Vocabularies in Computer-based Systems.	3
7868	Review Paper: A Comparison of Nursing Minimal Data Sets.	3
7869	"Presentation of the Morris F. Collen Award to Donald A. B. Lindberg, MD."	3
7870	Research Paper: How Promptly Are Inpatients Treated for Critical Laboratory Results?	3
7871	Technical Milestone: Development of the Logical Observation Identifier Names and Codes (LOINC) Vocabulary.	3
7872	"Research Paper: Evaluation of a ""Lexically Assign, Logically Refine"" Strategy for Semi-automated Integration of Overlapping Terminologies."	3
7873	Model Formulation: UMLS-based Conceptual Queries to Biomedical Information Databases: An Overview of the Project ARIANE.	3
7874	Case Report: Infrastructure for Reaching Disadvantaged Consumers: Telecommunications in Rural and Remote Nursing in Australia.	3
7875	Research Paper: Development of a Hospital Information System Using the TAD Method.	3
7876	Research Paper: Modeling Nursing Terminology Using the GRAIL Representation Language.	3
7877	Viewpoint: Science and Practice: A Case for Medical Informatics as a Local Science of Design.	3
7878	White Paper: Guidelines for the Clinical Use of Electronic Mail with Patients.	3
7879	Research Paper: Evaluating Internet End-to-end Performance: Overview of Test Methodology and Results.	3
7880	Implementation Brief: Arizona Telemedicine Program: Implementing a Statewide Health Care Network.	3
7881	Syntactic-semantic tagging as a mediator between linguistic representations and formal models: an exercise in linking SNOMED to GALEN.	3
7882	"Applying statistical, uncertainty-based and connectionist approaches to the prediction of fetal outcome: a comparative study."	3
7883	An evaluation of intelligent prognostic systems for colorectal cancer.	3
7884	Using probabilistic and decision-theoretic methods in treatment and prognosis modeling.	3
7885	Predicting coronary disease risk based on short-term RR interval measurements: a neural network approach.	3
7886	Abstraction on clinical data sequences: an object-oriented data model and a query language based on the event calculus.	3
7887	Using sensitivity analysis for efficient quantification of a belief network.	3
7888	Radial basis function neural networks for the characterization of heart rate variability dynamics.	3
7889	How knowledge drives understandingmatching medical ontologies with the needs of medical language processing.	3
7890	Feature selection for optimized skin tumor recognition using genetic algorithms.	3
7891	The evaluation of an expert system for the analysis of umbilical cord blood.	3
7892	Modelling prognostic power of cardiac tests using rough sets.	3
7893	A methodology for partitioning a vocabulary hierarchy into trees.	3
7894	Analysing and improving the diagnosis of ischaemic heart disease with machine learning.	3
7895	Fuzzy diagnosis.	3
7896	A framework for building cooperative software agents in medical applications.	3
7897	Selected techniques for data mining in medicine.	3
7898	Interhemispheric effects on map organization following simulated cortical lesions.	3
7899	Diagnostic monitoring in anaesthesia using fuzzy trend templates for matching temporal patterns.	3
7900	An intelligent system for pacemaker reprogramming.	3
7901	Formal description of temporal knowledge in case reports.	3
7902	Two-Stage Machine Learning model for guideline development.	3
7903	A neural network approach to the diagnosis of morbidity outcomes in trauma care.	3
7904	An evolutionary approach to constructing prognostic models.	3
7905	A fuzzy clustering based segmentation system as support to diagnosis in medical imaging.	3
7906	Dynamic and static approaches to clinical data mining.	3
7907	Obtaining interpretable fuzzy classification rules from medical data.	3
7908	Medical data mining using evolutionary computation.	3
7909	An intelligent framework for the classification of the 12-lead ECG.	3
7910	Using Boolean reasoning to anonymize databases.	3
7911	Representation of change in controlled medical terminologies.	3
7912	Explicit temporal models for decision-theoretic planning of clinical management.	3
7913	A fuzzy-genetic approach to breast cancer diagnosis.	3
7914	Fuzzy pre-processing of gold standards as applied to biomedical spectra classification.	3
7915	Use of artificial neural networks in modeling associations of discriminant factors: towards an intelligent selective breast cancer screening.	3
7916	Refining instructional text generation after evaluation.	3
7917	Fundamentals of clinical methodology: 3. Nosology.	3
7918	Advances in fuzzy theory.	3
7919	Case-based prediction in experimental medical studies.	3
7920	A problem-solving method for 'unprotocolised' therapy administration task in medicine.	3
7921	The determination of three subcutaneous adipose tissue compartments in non-insulin-dependent diabetes mellitus women with artificial neural networks and factor analysis.	3
7922	A qualitative process system for modeling NF-kB and AP-1 gene regulation in immune cell biology research.	3
7923	"A study of PROforma, a development methodology for clinical procedures."	3
7924	Coherence of multiscale features for enhancement of digital mammograms.	3
7925	A pacemaker working status telemonitoring algorithm.	3
7926	Neuroinformatics as a megascience issue.	3
7927	Information technology applications in biomedical functional imaging.	3
7928	"Telecommunication in healthcare for a better coordination between hospitals and GP's: routine application of the ""ISAR-Telematics"" project."	3
7929	Computer-supported collaborative work (CSCW) in biomedical signal visualization and processing.	3
7930	CRIGOS: a compact robot for image-guided orthopedic surgery.	3
7931	Guest editorial.	3
7932	Rapid automated tracing and feature extraction from retinal fundus images using direct exploratory algorithms.	3
7933	Alignment of adjacent picture frames captured by a CLSM.	3
7934	Virtual surgery in a (tele-)radiology framework.	3
7935	A computer-assisted training/monitoring system for TURP structure and design.	3
7936	Analysis of trabecular bone structure using Fourier transforms and neural networks.	3
7937	Evaluation of telemedical services.	3
7938	Telemedical information systems.	3
7939	Telemedicine and terminology: different needs of context information.	3
7940	Telemedicine in the United Kingdom: current status and future prospects.	3
7941	Context-based lossless and near-lossless compression of EEG signals.	3
7942	Automatic retinal image registration scheme using global optimization techniques.	3
7943	The display of photographic-quality images on the Web: a comparison of two technologies.	3
7944	Interactive 3-D virtual colonoscopy system.	3
7945	Tactical audio and acoustic rendering in biomedical applications.	3
7946	Three-dimensional facial model reconstruction and plastic surgery simulation.	3
7947	Estimation of the stapes-bone thickness in the stapedotomy surgical procedure using a machine-learning technique.	3
7948	Wavelet image compression - the quadtree coding approach.	3
7949	DNA ploidy and cell cycle distribution of breast cancer aspirate cells measured by image cytometry and analyzed by artificial neural networks for their prognostic significance.	3
7950	Design and implementation of a novel compression method in a tele-ultrasound system.	3
7951	Interactive 3D registration of ultrasound and magnetic resonance images based on a magnetic position sensor.	3
7952	Designing and implementing the transition to a fully digital hospital.	3
7953	AIM: attentionally based interaction model for the interpretation of vascular angiography.	3
7954	Pain relief using smart technology: an overview of a new patient-controlled analgesia device.	3
7955	Techniques for development of safety-related software for surgical robots.	3
7956	A Standardized Blood Sampling Scheme in Quantitative FDG-PET Sdudies.	3
7957	Energy Dependence of Nonstationary Scatter Subtraction - Restoration in High Resolution PET.	3
7958	Region Tracking on Level-Sets Methods.	3
7959	Adaptive Template Filtering for Signal-to-Noise Ratio Enhancement in Magnetic Resonance Imaging.	3
7960	Automatic Extraction and Tracking of the Tongue Contours.	3
7961	Single and multiscale detection of masses in digital mammograms.	3
7962	On the Laplace-Beltrami Operator and Brain Surface Flattening.	3
7963	Activation Detection in Functional MRI Using Subspace Modeling and Maximum Likelihood Estimation.	3
7964	Classifying Mammographic Lesion Shapes Using Multiresolution Analysis.	3
7965	A New Approach for Nonlinear Distortion Correction in Endoscopic Images Based on Least Squares Estimation.	3
7966	An EM-Algorithm for Dynamic SPECT.	3
7967	"Global, Voxel and Cluster Tests, by Theory and Permutation, for a Difference Between Two Groups of Structural MR Images of the Brain."	3
7968	Estimation and Detection of Myocardial Tags in MR image Without User-Defined Myocardial Contours.	3
7969	A theoretical study of the contrast recovery and variance of MAP reconstructions from PET data.	3
7970	Validation of an Optical Flow Method for Tag Displacement Estimation.	3
7971	Adaptive Predictive MAR Models for the Medical Image Compression.	3
7972	Detection of Lines and Boundaries in Speckle Images - Application to Medical Ultrasound.	3
7973	Fast Monotonic Algorithms for Transmission Tomography.	3
7974	Model Free Functional MRI Analysis Using Kohonen Clustering Neural Network.	3
7975	"Automatic 3D Segmentation of Internal Structures on the Head in MR Images Using a Combination of Similarity and Free Form Transormations: Part I, Metholody and Validation on Normal Subjects."	3
7976	"Retrospective Motion Correction in Digital Subtraction Angiography: A Review""."	3
7977	Model-Based Quantitation of 3D Magnetic Resonance Angiographic Images.	3
7978	Thoracic Electrical Impedance Tomographic Measurements During Volume Controlled Ventilation - Effects of Tidal Volume and Positive End-Expiratory Pressure.	3
7979	Electrical conductivity imaging via contactless measurements.	3
7980	Automated Extraction and Variability Analysis of Sulcal Neuroanatomy.	3
7981	A Task-Specific Evaluation of Three-Dimensional Image Interpolation Techniques.	3
7982	CT reconstruction by using the MLS-ART technique and the KCD imaging system.	3
7983	Classification of Malignant and Benign Masses Based on Hybrid ART2LDA Approach.	3
7984	"Biomedical Modeling of the Human Head for Physically-based, Non-rigid Image Registration."	3
7985	A Differential Index Assignment Scheme for the Encoder with Tree-Structure Vector Quantizer.	3
7986	Multi-Scale Nonlinear Thresholding for Ultrasonic Speckle Suppression.	3
7987	Model-Based Morphological Segmentation and Labeling of Coronary Angiograms.	3
7988	Iterative Reconstruction of Single-Shot Spiral MRI with Off-Resonance.	3
7989	"Automatic 3D segmentation of internal structures of the head in MR images using a combination of similarity and free form transformations Part II, validation on severely atrophied brains."	3
7990	Gradient-Based Iterative Image Reconstruction Scheme for Time-Resolved Optical Tomography.	3
7991	Detection Film-Screen Artefacts in Mammography Using a Model-Based Approach.	3
7992	Three-Dimensional Artifact Induced by Projection Weighting and Misalignment.	3
7993	Spatio-Temporal Tracking of Myocardial Deformation with a 4D B-Spline Model from Tagged MRI.	3
7994	Segmentation of Magnetic Resonance Images Using Fuzzy Algorithms for Learning Vector Quantization.	3
7995	Elastic Model-Based Segmentation of 3-D Neuroradiological Data Sets.	3
7996	Application of Bayesian Inference to fMRI Data Analysis.	3
7997	Statistical Textural Features for Detection of Microcalcifications in Digitized Mammograms.	3
7998	Enhancing the Multivariate Signal of [15O] water PET Studies with a New Non-Linear Neuroanatomical Registration Algorithm.	3
7999	Computerized Detection of Malignant Tumors on Digital Mammograms.	3
8000	Abdominal organ segmentation using texture transforms and a Hopfield neural network.	3
8001	Multiobjective Genetic Optimization of Diagnostic Classifiers with Implications for Generating ROC Curves.	3
8002	MRI Simulation Based Evaluation and Classifications Methods.	3
8003	Nonlinear elastic registration of brain images with tumor pathology using a biomechanical model [MRI].	3
8004	Fourier Rebinning Applied to Multi-Planar Circular-Orbit Cone-Beam SPECT.	3
8005	Calculation of Attenuation Factors from Combined Singles and Coincidence Emission Projections.	3
8006	Automated model-based bias field correction of MR images of the brain.	3
8007	Automated Model-Based Tissue Classification of MR Images of the Brain.	3
8008	Survey: Interpolation Methods in Medical Image Processing.	3
8009	Anatomical Model Matching With Fuzzy Implicit Surfaces for Segmentation of Thoracic Volume Scans.	3
8010	Quantitative Spectral/Spatial Analysis of Phased Array Coil in Magnetic Resonance Imaging Based on Method of Moment.	3
8011	Exact Rebinning Methods of 3D PET.	3
8012	Reconstruction of 3D Geometry Using 2D Profiles and a Geometric Prior Model.	3
8013	Tracking the Left Ventricle in Echocardiographic Images by Learning Heart Dynamics.	3
8014	Lagrangian speckle model and tissue-motion estimation-theory [ultrasonography].	3
8015	Topology Adaptive Deformable Surfaces for Medical Image Volume Segmentation.	3
8016	Nonactive Antenna Compensation for Fixed Array Microwave Imaging: Part II - Imaging Results.	3
8017	Retrospective Motion Correction in Digital Subtraction Angiography: A Review.	3
8018	Reversible Compression of MR Images.	3
8019	Model-Updated Image Guidance: Initial Clinical Experiences with Gravity-Induced Brain Deformation.	3
8020	Acoustic Noise Analysis in Echo Planar Imaging: Multi-center Trial and Comparison With Other Pulse Sequences.	3
8021	Real-time cardiac MRI using DSPs.	3
8022	Anti-Aliased 3D Cone-Beam Reconstruction of Low-Contrast Objects with Algebraic Methods.	3
8023	Fast Implementation of Algebraic Methods for 3D Reconstruction from Cone-Beam Data.	3
8024	Wavelet Based Lossless Compression of Coronary Angiography Images.	3
8025	Generalized Likelihood Ratio Detection for Functional MRI Signal Using Complex Data.	3
8026	Scale-Space Signatures for the Detection of Clustered Microcalcifications in Digital Mammograms.	3
8027	Simultaneous maximum a-posteriori reconstruction of attenuation and activity distributions from emission sinograms.	3
8028	Use of Ridge Regression for Improved Estimation of Kinetic Constants from PET Data.	3
8029	Models for the Comparative Equivalence of Scattering Properties of Elemental Filters Used in Diagnostic Radiology.	3
8030	Nonactive Antenna Compensation for Fixed Array Microwave Imaging Part I - Model Development.	3
8031	Adaptive Fuzzy Segmentation of Magnetic Resonance Images.	3
8032	"Segmentation, Registration and Measurement of Shape Variation via Image Object Shape."	3
8033	Non-rigid Registration Using Free-form Deformations: Application to Breast MR Images.	3
8034	Resampling of Data between Arbitrary Grids Using Convolution Interpolation.	3
